"","Date","period","GoldPrice","Date2","OilPrice","GoldPrice_interp","OilPrice_interp"
"4151",2021-05-13,2021-05-13,1292.51,2021-05-13,63.82,1292.51,63.82
"4152",2021-05-14,2021-05-14,1303.62,2021-05-14,65.32,1303.62,65.32
"4153",2021-05-15,NA,NA,NA,NA,1306.05333333333,65.6266666666667
"4154",2021-05-16,NA,NA,NA,NA,1308.48666666667,65.9333333333333
"4155",2021-05-17,2021-05-17,1310.92,2021-05-17,66.24,1310.92,66.24
"4156",2021-05-18,2021-05-18,1313.72,2021-05-18,65.49,1313.72,65.49
"4157",2021-05-19,2021-05-19,1312.79,2021-05-19,63.28,1312.79,63.28
"4158",2021-05-20,2021-05-20,1325.18,2021-05-20,61.95,1325.18,61.95
"4159",2021-05-21,2021-05-21,1321.3,2021-05-21,63.61,1321.3,63.61
"4160",2021-05-22,NA,NA,NA,NA,1323.67666666667,64.45
"4161",2021-05-23,NA,NA,NA,NA,1326.05333333333,65.29
"4162",2021-05-24,2021-05-24,1328.43,2021-05-24,66.13,1328.43,66.13
"4163",2021-05-25,2021-05-25,1327.56,2021-05-25,66.27,1327.56,66.27
"4164",2021-05-26,2021-05-26,1344.82,2021-05-26,66.41,1344.82,66.41
"4165",2021-05-27,2021-05-27,1341.7,2021-05-27,66.87,1341.7,66.87
"4166",2021-05-28,2021-05-28,1333.8,2021-05-28,66.31,1333.8,66.31
"4167",2021-05-29,NA,NA,NA,NA,1336.535,66.6825
"4168",2021-05-30,NA,NA,NA,NA,1339.27,67.055
"4169",2021-05-31,NA,NA,2021-05-31,NA,1342.005,67.4275
"4170",2021-06-01,2021-06-01,1344.74,2021-06-01,67.8,1344.74,67.8
"4171",2021-06-02,2021-06-02,1341.16,2021-06-02,68.79,1341.16,68.79
"4172",2021-06-03,2021-06-03,1334.34,2021-06-03,68.81,1334.34,68.81
"4173",2021-06-04,2021-06-04,1323.64,2021-06-04,69.57,1323.64,69.57
"4174",2021-06-05,NA,NA,NA,NA,1326.15,69.45
"4175",2021-06-06,NA,NA,NA,NA,1328.66,69.33
"4176",2021-06-07,2021-06-07,1331.17,2021-06-07,69.21,1331.17,69.21
"4177",2021-06-08,2021-06-08,1337.87,2021-06-08,70.11,1337.87,70.11
"4178",2021-06-09,2021-06-09,1332.96,2021-06-09,69.9,1332.96,69.9
"4179",2021-06-10,2021-06-10,1335.09,2021-06-10,70.34,1335.09,70.34
"4180",2021-06-11,2021-06-11,1336.47,2021-06-11,71,1336.47,71
"4181",2021-06-12,NA,NA,NA,NA,1330.87333333333,70.98
"4182",2021-06-13,NA,NA,NA,NA,1325.27666666667,70.96
"4183",2021-06-14,2021-06-14,1319.68,2021-06-14,70.94,1319.68,70.94
"4184",2021-06-15,2021-06-15,1324.08,2021-06-15,72.06,1324.08,72.06
"4185",2021-06-16,2021-06-16,1316.84,2021-06-16,72.03,1316.84,72.03
"4186",2021-06-17,2021-06-17,1292.37,2021-06-17,71.06,1292.37,71.06
"4187",2021-06-18,2021-06-18,1289.24,2021-06-18,71.64,1289.24,71.64
"4188",2021-06-19,NA,NA,NA,NA,1287.87666666667,72.3066666666667
"4189",2021-06-20,NA,NA,NA,NA,1286.51333333333,72.9733333333333
"4190",2021-06-21,2021-06-21,1285.15,2021-06-21,73.64,1285.15,73.64
"4191",2021-06-22,2021-06-22,1282.38,2021-06-22,73.15,1282.38,73.15
"4192",2021-06-23,2021-06-23,1276.56,2021-06-23,73.11,1276.56,73.11
"4193",2021-06-24,2021-06-24,1275.16,2021-06-24,73.31,1275.16,73.31
"4194",2021-06-25,2021-06-25,1281.8,2021-06-25,74.21,1281.8,74.21
"4195",2021-06-26,NA,NA,NA,NA,1279.70333333333,73.8
"4196",2021-06-27,NA,NA,NA,NA,1277.60666666667,73.39
"4197",2021-06-28,2021-06-28,1275.51,2021-06-28,72.98,1275.51,72.98
"4198",2021-06-29,2021-06-29,1277.65,2021-06-29,73.14,1277.65,73.14
"4199",2021-06-30,2021-06-30,1270.19,2021-06-30,73.52,1270.19,73.52
"4200",2021-07-01,2021-07-01,1287.57,2021-07-01,75.33,1287.57,75.33
"4201",2021-07-02,2021-07-02,1296.6,2021-07-02,75.37,1296.6,75.37
"4202",2021-07-03,NA,NA,NA,NA,1295.36333333333,74.9325
"4203",2021-07-04,NA,NA,NA,NA,1294.12666666667,74.495
"4204",2021-07-05,2021-07-05,1292.89,2021-07-05,NA,1292.89,74.0575
"4205",2021-07-06,2021-07-06,1305.95,2021-07-06,73.62,1305.95,73.62
"4206",2021-07-07,2021-07-07,1307.36,2021-07-07,72.22,1307.36,72.22
"4207",2021-07-08,2021-07-08,1312.79,2021-07-08,72.98,1312.79,72.98
"4208",2021-07-09,2021-07-09,1308.55,2021-07-09,74.56,1308.55,74.56
"4209",2021-07-10,NA,NA,NA,NA,1305.67666666667,74.4433333333333
"4210",2021-07-11,NA,NA,NA,NA,1302.80333333333,74.3266666666667
"4211",2021-07-12,2021-07-12,1299.93,2021-07-12,74.21,1299.93,74.21
"4212",2021-07-13,2021-07-13,1304.91,2021-07-13,75.24,1304.91,75.24
"4213",2021-07-14,2021-07-14,1309.38,2021-07-14,73.06,1309.38,73.06
"4214",2021-07-15,2021-07-15,1323.8,2021-07-15,71.67,1323.8,71.67
"4215",2021-07-16,2021-07-16,1316.03,2021-07-16,71.76,1316.03,71.76
"4216",2021-07-17,NA,NA,NA,NA,1315.36333333333,69.99
"4217",2021-07-18,NA,NA,NA,NA,1314.69666666667,68.22
"4218",2021-07-19,2021-07-19,1314.03,2021-07-19,66.45,1314.03,66.45
"4219",2021-07-20,2021-07-20,1328.26,2021-07-20,67.32,1328.26,67.32
"4220",2021-07-21,2021-07-21,1324.81,2021-07-21,70.26,1324.81,70.26
"4221",2021-07-22,2021-07-22,1308.51,2021-07-22,72.15,1308.51,72.15
"4222",2021-07-23,2021-07-23,1313.34,2021-07-23,72.24,1313.34,72.24
"4223",2021-07-24,NA,NA,NA,NA,1312.77,72.21
"4224",2021-07-25,NA,NA,NA,NA,1312.2,72.18
"4225",2021-07-26,2021-07-26,1311.63,2021-07-26,72.15,1311.63,72.15
"4226",2021-07-27,2021-07-27,1302.75,2021-07-27,71.68,1302.75,71.68
"4227",2021-07-28,2021-07-28,1296.04,2021-07-28,72.37,1296.04,72.37
"4228",2021-07-29,2021-07-29,1304,2021-07-29,73.62,1304,73.62
"4229",2021-07-30,2021-07-30,1307.75,2021-07-30,73.93,1307.75,73.93
"4230",2021-07-31,NA,NA,NA,NA,1304.62,73.0566666666667
"4231",2021-08-01,NA,NA,NA,NA,1301.49,72.1833333333333
"4232",2021-08-02,2021-08-02,1298.36,2021-08-02,71.31,1298.36,71.31
"4233",2021-08-03,2021-08-03,1300.81,2021-08-03,70.64,1300.81,70.64
"4234",2021-08-04,2021-08-04,1301.34,2021-08-04,68.19,1301.34,68.19
"4235",2021-08-05,2021-08-05,1302.07,2021-08-05,69.1,1302.07,69.1
"4236",2021-08-06,2021-08-06,1292.9,2021-08-06,68.26,1292.9,68.26
"4237",2021-08-07,NA,NA,NA,NA,1279.89333333333,67.6933333333333
"4238",2021-08-08,NA,NA,NA,NA,1266.88666666667,67.1266666666667
"4239",2021-08-09,2021-08-09,1253.88,2021-08-09,66.56,1253.88,66.56
"4240",2021-08-10,2021-08-10,1248.22,2021-08-10,68.33,1248.22,68.33
"4241",2021-08-11,2021-08-11,1255.45,2021-08-11,69.3,1255.45,69.3
"4242",2021-08-12,2021-08-12,1266.24,2021-08-12,69.12,1266.24,69.12
"4243",2021-08-13,2021-08-13,1273.59,2021-08-13,68.36,1273.59,68.36
"4244",2021-08-14,NA,NA,NA,NA,1276.36333333333,68.0533333333333
"4245",2021-08-15,NA,NA,NA,NA,1279.13666666667,67.7466666666667
"4246",2021-08-16,2021-08-16,1281.91,2021-08-16,67.44,1281.91,67.44
"4247",2021-08-17,2021-08-17,1299.61,2021-08-17,66.5,1299.61,66.5
"4248",2021-08-18,2021-08-18,1300.13,2021-08-18,65.36,1300.13,65.36
"4249",2021-08-19,2021-08-19,1307.89,2021-08-19,63.69,1307.89,63.69
"4250",2021-08-20,2021-08-20,1309.58,2021-08-20,62.25,1309.58,62.25
"4251",2021-08-21,NA,NA,NA,NA,1309.11666666667,63.3833333333333
"4252",2021-08-22,NA,NA,NA,NA,1308.65333333333,64.5166666666667
"4253",2021-08-23,2021-08-23,1308.19,2021-08-23,65.65,1308.19,65.65
"4254",2021-08-24,2021-08-24,1314.71,2021-08-24,67.5,1314.71,67.5
"4255",2021-08-25,2021-08-25,1307.8,2021-08-25,68.54,1307.8,68.54
"4256",2021-08-26,2021-08-26,1298.43,2021-08-26,67.42,1298.43,67.42
"4257",2021-08-27,2021-08-27,1310.72,2021-08-27,68.84,1310.72,68.84
"4258",2021-08-28,NA,NA,NA,NA,1312.335,68.9866666666667
"4259",2021-08-29,NA,NA,NA,NA,1313.95,69.1333333333333
"4260",2021-08-30,NA,NA,2021-08-30,69.28,1315.565,69.28
"4261",2021-08-31,2021-08-31,1317.18,2021-08-31,68.43,1317.18,68.43
"4262",2021-09-01,2021-09-01,1318.89,2021-09-01,68.63,1318.89,68.63
"4263",2021-09-02,2021-09-02,1316.53,2021-09-02,70.07,1316.53,70.07
"4264",2021-09-03,2021-09-03,1309.39,2021-09-03,69.34,1309.39,69.34
"4265",2021-09-04,NA,NA,NA,NA,1312.29333333333,69.1275
"4266",2021-09-05,NA,NA,NA,NA,1315.19666666667,68.915
"4267",2021-09-06,2021-09-06,1318.1,2021-09-06,NA,1318.1,68.7025
"4268",2021-09-07,2021-09-07,1310.26,2021-09-07,68.49,1310.26,68.49
"4269",2021-09-08,2021-09-08,1306.57,2021-09-08,69.36,1306.57,69.36
"4270",2021-09-09,2021-09-09,1299.12,2021-09-09,68.26,1299.12,68.26
"4271",2021-09-10,2021-09-10,1297.55,2021-09-10,69.82,1297.55,69.82
"4272",2021-09-11,NA,NA,NA,NA,1296.32333333333,70.06
"4273",2021-09-12,NA,NA,NA,NA,1295.09666666667,70.3
"4274",2021-09-13,2021-09-13,1293.87,2021-09-13,70.54,1293.87,70.54
"4275",2021-09-14,2021-09-14,1289.26,2021-09-14,70.53,1289.26,70.53
"4276",2021-09-15,2021-09-15,1302.95,2021-09-15,72.59,1302.95,72.59
"4277",2021-09-16,2021-09-16,1289.41,2021-09-16,72.69,1289.41,72.69
"4278",2021-09-17,2021-09-17,1280.25,2021-09-17,72.09,1280.25,72.09
"4279",2021-09-18,NA,NA,NA,NA,1281.77666666667,71.53
"4280",2021-09-19,NA,NA,NA,NA,1283.30333333333,70.97
"4281",2021-09-20,2021-09-20,1284.83,2021-09-20,70.41,1284.83,70.41
"4282",2021-09-21,2021-09-21,1290.57,2021-09-21,70.51,1290.57,70.51
"4283",2021-09-22,2021-09-22,1302.4,2021-09-22,72.37,1302.4,72.37
"4284",2021-09-23,2021-09-23,1295.88,2021-09-23,73.43,1295.88,73.43
"4285",2021-09-24,2021-09-24,1280.56,2021-09-24,74.18,1280.56,74.18
"4286",2021-09-25,NA,NA,NA,NA,1279.62333333333,74.6333333333333
"4287",2021-09-26,NA,NA,NA,NA,1278.68666666667,75.0866666666667
"4288",2021-09-27,2021-09-27,1277.75,2021-09-27,75.54,1277.75,75.54
"4289",2021-09-28,2021-09-28,1273.25,2021-09-28,75.44,1273.25,75.44
"4290",2021-09-29,2021-09-29,1288.65,2021-09-29,75.06,1288.65,75.06
"4291",2021-09-30,2021-09-30,1286.96,2021-09-30,75.22,1286.96,75.22
"4292",2021-10-01,2021-10-01,1300.72,2021-10-01,76.01,1300.72,76.01
"4293",2021-10-02,NA,NA,NA,NA,1297.69333333333,76.5666666666667
"4294",2021-10-03,NA,NA,NA,NA,1294.66666666667,77.1233333333333
"4295",2021-10-04,2021-10-04,1291.64,2021-10-04,77.68,1291.64,77.68
"4296",2021-10-05,2021-10-05,1290.9,2021-10-05,79.17,1290.9,79.17
"4297",2021-10-06,2021-10-06,1290.21,2021-10-06,77.66,1290.21,77.66
"4298",2021-10-07,2021-10-07,1294.12,2021-10-07,78.46,1294.12,78.46
"4299",2021-10-08,2021-10-08,1291.41,2021-10-08,79.55,1291.41,79.55
"4300",2021-10-09,NA,NA,NA,NA,1289.84666666667,79.9133333333333
"4301",2021-10-10,NA,NA,NA,NA,1288.28333333333,80.2766666666667
"4302",2021-10-11,2021-10-11,1286.72,2021-10-11,80.64,1286.72,80.64
"4303",2021-10-12,2021-10-12,1292.41,2021-10-12,80.75,1292.41,80.75
"4304",2021-10-13,2021-10-13,1296.78,2021-10-13,80.67,1296.78,80.67
"4305",2021-10-14,2021-10-14,1309.76,2021-10-14,81.43,1309.76,81.43
"4306",2021-10-15,2021-10-15,1297.96,2021-10-15,82.39,1297.96,82.39
"4307",2021-10-16,NA,NA,NA,NA,1293.28666666667,82.4666666666667
"4308",2021-10-17,NA,NA,NA,NA,1288.61333333333,82.5433333333333
"4309",2021-10-18,2021-10-18,1283.94,2021-10-18,82.62,1283.94,82.62
"4310",2021-10-19,2021-10-19,1289.89,2021-10-19,83.19,1289.89,83.19
"4311",2021-10-20,2021-10-20,1291.29,2021-10-20,84.4,1291.29,84.4
"4312",2021-10-21,2021-10-21,1294.16,2021-10-21,82.64,1294.16,82.64
"4313",2021-10-22,2021-10-22,1298.16,2021-10-22,84.53,1298.16,84.53
"4314",2021-10-23,NA,NA,NA,NA,1301.56666666667,84.5666666666667
"4315",2021-10-24,NA,NA,NA,NA,1304.97333333333,84.6033333333333
"4316",2021-10-25,2021-10-25,1308.38,2021-10-25,84.64,1308.38,84.64
"4317",2021-10-26,2021-10-26,1306.2,2021-10-26,85.64,1306.2,85.64
"4318",2021-10-27,2021-10-27,1299.89,2021-10-27,82.66,1299.89,82.66
"4319",2021-10-28,2021-10-28,1308.55,2021-10-28,82.78,1308.55,82.78
"4320",2021-10-29,2021-10-29,1304.47,2021-10-29,83.5,1304.47,83.5
"4321",2021-10-30,NA,NA,NA,NA,1305.68333333333,83.6933333333333
"4322",2021-10-31,NA,NA,NA,NA,1306.89666666667,83.8866666666667
"4323",2021-11-01,2021-11-01,1308.11,2021-11-01,84.08,1308.11,84.08
"4324",2021-11-02,2021-11-02,1313.71,2021-11-02,83.91,1313.71,83.91
"4325",2021-11-03,2021-11-03,1308.06,2021-11-03,80.82,1308.06,80.82
"4326",2021-11-04,2021-11-04,1305.3,2021-11-04,78.88,1305.3,78.88
"4327",2021-11-05,2021-11-05,1335.58,2021-11-05,81.25,1335.58,81.25
"4328",2021-11-06,NA,NA,NA,NA,1339.67666666667,81.4866666666667
"4329",2021-11-07,NA,NA,NA,NA,1343.77333333333,81.7233333333333
"4330",2021-11-08,2021-11-08,1347.87,2021-11-08,81.96,1347.87,81.96
"4331",2021-11-09,2021-11-09,1341.85,2021-11-09,84.12,1341.85,84.12
"4332",2021-11-10,2021-11-10,1348.46,2021-11-10,81.23,1348.46,81.23
"4333",2021-11-11,2021-11-11,1387.93,2021-11-11,81.47,1387.93,81.47
"4334",2021-11-12,2021-11-12,1381.03,2021-11-12,80.87,1381.03,80.87
"4335",2021-11-13,NA,NA,NA,NA,1383.59333333333,80.8633333333333
"4336",2021-11-14,NA,NA,NA,NA,1386.15666666667,80.8566666666667
"4337",2021-11-15,2021-11-15,1388.72,2021-11-15,80.85,1388.72,80.85
"4338",2021-11-16,2021-11-16,1392.02,2021-11-16,80.76,1392.02,80.76
"4339",2021-11-17,2021-11-17,1383.8,2021-11-17,78.32,1383.8,78.32
"4340",2021-11-18,2021-11-18,1378.63,2021-11-18,78.92,1378.63,78.92
"4341",2021-11-19,2021-11-19,1387.3,2021-11-19,76.11,1387.3,76.11
"4342",2021-11-20,NA,NA,NA,NA,1381.58333333333,76.32
"4343",2021-11-21,NA,NA,NA,NA,1375.86666666667,76.53
"4344",2021-11-22,2021-11-22,1370.15,2021-11-22,76.74,1370.15,76.74
"4345",2021-11-23,2021-11-23,1344.02,2021-11-23,78.32,1344.02,78.32
"4346",2021-11-24,2021-11-24,1339.7,2021-11-24,78.32,1339.7,78.32
"4347",2021-11-25,2021-11-25,1343.88,2021-11-25,NA,1343.88,76.632
"4348",2021-11-26,2021-11-26,1358.44,2021-11-26,NA,1358.44,74.944
"4349",2021-11-27,NA,NA,NA,NA,1353.95666666667,73.256
"4350",2021-11-28,NA,NA,NA,NA,1349.47333333333,71.568
"4351",2021-11-29,2021-11-29,1344.99,2021-11-29,69.88,1344.99,69.88
"4352",2021-11-30,2021-11-30,1345.32,2021-11-30,66.14,1345.32,66.14
"4353",2021-12-01,2021-12-01,1341.89,2021-12-01,65.44,1341.89,65.44
"4354",2021-12-02,2021-12-02,1333.91,2021-12-02,66.6,1333.91,66.6
"4355",2021-12-03,2021-12-03,1335.27,2021-12-03,66.39,1335.27,66.39
"4356",2021-12-04,NA,NA,NA,NA,1338.04666666667,67.4666666666667
"4357",2021-12-05,NA,NA,NA,NA,1340.82333333333,68.5433333333333
"4358",2021-12-06,2021-12-06,1343.6,2021-12-06,69.62,1343.6,69.62
"4359",2021-12-07,2021-12-07,1342.21,2021-12-07,71.94,1342.21,71.94
"4360",2021-12-08,2021-12-08,1354.52,2021-12-08,72.43,1354.52,72.43
"4361",2021-12-09,2021-12-09,1351.28,2021-12-09,70.87,1351.28,70.87
"4362",2021-12-10,2021-12-10,1342.39,2021-12-10,71.71,1342.39,71.71
"4363",2021-12-11,NA,NA,NA,NA,1344.07333333333,71.5366666666667
"4364",2021-12-12,NA,NA,NA,NA,1345.75666666667,71.3633333333333
"4365",2021-12-13,2021-12-13,1347.44,2021-12-13,71.19,1347.44,71.19
"4366",2021-12-14,2021-12-14,1346.03,2021-12-14,70.57,1346.03,70.57
"4367",2021-12-15,2021-12-15,1334.3,2021-12-15,70.89,1334.3,70.89
"4368",2021-12-16,2021-12-16,1344.04,2021-12-16,72.34,1344.04,72.34
"4369",2021-12-17,2021-12-17,1359.6,2021-12-17,70.93,1359.6,70.93
"4370",2021-12-18,NA,NA,NA,NA,1360.42333333333,70.1833333333333
"4371",2021-12-19,NA,NA,NA,NA,1361.24666666667,69.4366666666667
"4372",2021-12-20,2021-12-20,1362.07,2021-12-20,68.69,1362.07,68.69
"4373",2021-12-21,2021-12-21,1355.51,2021-12-21,71.1,1355.51,71.1
"4374",2021-12-22,2021-12-22,1345.65,2021-12-22,72.82,1345.65,72.82
"4375",2021-12-23,2021-12-23,1345.32,2021-12-23,73.89,1345.32,73.89
"4376",2021-12-24,2021-12-24,1331.68,2021-12-24,NA,1331.68,74.29
"4377",2021-12-25,NA,NA,NA,NA,1333.108,74.69
"4378",2021-12-26,NA,NA,NA,NA,1334.536,75.09
"4379",2021-12-27,NA,NA,2021-12-27,75.49,1335.964,75.49
"4380",2021-12-28,NA,NA,2021-12-28,76.01,1337.392,76.01
"4381",2021-12-29,2021-12-29,1338.82,2021-12-29,76.58,1338.82,76.58
"4382",2021-12-30,2021-12-30,1335.04,2021-12-30,76.83,1335.04,76.83
"4383",2021-12-31,2021-12-31,1347.06,2021-12-31,75.33,1347.06,75.33
"4384",2022-01-01,NA,NA,NA,NA,1345.195,75.55
"4385",2022-01-02,NA,NA,NA,NA,1343.33,75.77
"4386",2022-01-03,NA,NA,2022-01-03,75.99,1341.465,75.99
"4387",2022-01-04,2022-01-04,1339.6,2022-01-04,77,1339.6,77
"4388",2022-01-05,2022-01-05,1342.96,2022-01-05,77.83,1342.96,77.83
"4389",2022-01-06,2022-01-06,1333.68,2022-01-06,79.47,1333.68,79.47
"4390",2022-01-07,2022-01-07,1322.82,2022-01-07,79,1322.82,79
"4391",2022-01-08,NA,NA,NA,NA,1323.43333333333,78.7033333333333
"4392",2022-01-09,NA,NA,NA,NA,1324.04666666667,78.4066666666667
"4393",2022-01-10,2022-01-10,1324.66,2022-01-10,78.11,1324.66,78.11
"4394",2022-01-11,2022-01-11,1327.36,2022-01-11,81.17,1327.36,81.17
"4395",2022-01-12,2022-01-12,1333.24,2022-01-12,82.51,1333.24,82.51
"4396",2022-01-13,2022-01-13,1326.34,2022-01-13,81.97,1326.34,81.97
"4397",2022-01-14,2022-01-14,1327.14,2022-01-14,83.82,1327.14,83.82
"4398",2022-01-15,NA,NA,NA,NA,1328.30666666667,84.22
"4399",2022-01-16,NA,NA,NA,NA,1329.47333333333,84.62
"4400",2022-01-17,2022-01-17,1330.64,2022-01-17,NA,1330.64,85.02
"4401",2022-01-18,2022-01-18,1329.13,2022-01-18,85.42,1329.13,85.42
"4402",2022-01-19,2022-01-19,1334.23,2022-01-19,86.84,1334.23,86.84
"4403",2022-01-20,2022-01-20,1348.87,2022-01-20,86.29,1348.87,86.29
"4404",2022-01-21,2022-01-21,1352.03,2022-01-21,85.16,1352.03,85.16
"4405",2022-01-22,NA,NA,NA,NA,1355.15666666667,84.9333333333333
"4406",2022-01-23,NA,NA,NA,NA,1358.28333333333,84.7066666666667
"4407",2022-01-24,2022-01-24,1361.41,2022-01-24,84.48,1361.41,84.48
"4408",2022-01-25,2022-01-25,1363.15,2022-01-25,86.61,1363.15,86.61
"4409",2022-01-26,2022-01-26,1366,2022-01-26,88.33,1366,88.33
"4410",2022-01-27,2022-01-27,1352.55,2022-01-27,87.61,1352.55,87.61
"4411",2022-01-28,2022-01-28,1337.64,2022-01-28,87.67,1337.64,87.67
"4412",2022-01-29,NA,NA,NA,NA,1335.83,88.1666666666667
"4413",2022-01-30,NA,NA,NA,NA,1334.02,88.6633333333333
"4414",2022-01-31,2022-01-31,1332.21,2022-01-31,89.16,1332.21,89.16
"4415",2022-02-01,2022-02-01,1337.89,2022-02-01,88.22,1337.89,88.22
"4416",2022-02-02,2022-02-02,1330.42,2022-02-02,88.16,1330.42,88.16
"4417",2022-02-03,2022-02-03,1330.99,2022-02-03,90.17,1330.99,90.17
"4418",2022-02-04,2022-02-04,1338.23,2022-02-04,92.27,1338.23,92.27
"4419",2022-02-05,NA,NA,NA,NA,1339.02333333333,91.93
"4420",2022-02-06,NA,NA,NA,NA,1339.81666666667,91.59
"4421",2022-02-07,2022-02-07,1340.61,2022-02-07,91.25,1340.61,91.25
"4422",2022-02-08,2022-02-08,1344.63,2022-02-08,89.32,1344.63,89.32
"4423",2022-02-09,2022-02-09,1345.66,2022-02-09,89.57,1345.66,89.57
"4424",2022-02-10,2022-02-10,1350.22,2022-02-10,89.83,1350.22,89.83
"4425",2022-02-11,2022-02-11,1347.22,2022-02-11,93.1,1347.22,93.1
"4426",2022-02-12,NA,NA,NA,NA,1355.66333333333,93.9066666666667
"4427",2022-02-13,NA,NA,NA,NA,1364.10666666667,94.7133333333333
"4428",2022-02-14,2022-02-14,1372.55,2022-02-14,95.52,1372.55,95.52
"4429",2022-02-15,2022-02-15,1368.88,2022-02-15,92.07,1368.88,92.07
"4430",2022-02-16,2022-02-16,1367.81,2022-02-16,93.83,1367.81,93.83
"4431",2022-02-17,2022-02-17,1386.24,2022-02-17,91.78,1386.24,91.78
"4432",2022-02-18,2022-02-18,1386.15,2022-02-18,91.26,1386.15,91.26
"4433",2022-02-19,NA,NA,NA,NA,1387.72666666667,91.4725
"4434",2022-02-20,NA,NA,NA,NA,1389.30333333333,91.685
"4435",2022-02-21,2022-02-21,1390.88,2022-02-21,NA,1390.88,91.8975
"4436",2022-02-22,2022-02-22,1395.29,2022-02-22,92.11,1395.29,92.11
"4437",2022-02-23,2022-02-23,1392.77,2022-02-23,92.14,1392.77,92.14
"4438",2022-02-24,2022-02-24,1466.22,2022-02-24,92.77,1466.22,92.77
"4439",2022-02-25,2022-02-25,1429.33,2022-02-25,91.68,1429.33,91.68
"4440",2022-02-26,NA,NA,NA,NA,1426.61666666667,93.1633333333333
"4441",2022-02-27,NA,NA,NA,NA,1423.90333333333,94.6466666666667
"4442",2022-02-28,2022-02-28,1421.19,2022-02-28,96.13,1421.19,96.13
"4443",2022-03-01,2022-03-01,1434,2022-03-01,103.66,1434,103.66
"4444",2022-03-02,2022-03-02,1447,2022-03-02,110.74,1447,110.74
"4445",2022-03-03,2022-03-03,1446.91,2022-03-03,107.69,1446.91,107.69
"4446",2022-03-04,2022-03-04,1460.18,2022-03-04,115.77,1460.18,115.77
"4447",2022-03-05,NA,NA,NA,NA,1480.33,116.933333333333
"4448",2022-03-06,NA,NA,NA,NA,1500.48,118.096666666667
"4449",2022-03-07,2022-03-07,1520.63,2022-03-07,119.26,1520.63,119.26
"4450",2022-03-08,2022-03-08,1528.73,2022-03-08,123.64,1528.73,123.64
"4451",2022-03-09,2022-03-09,1531.02,2022-03-09,108.81,1531.02,108.81
"4452",2022-03-10,2022-03-10,1518.61,2022-03-10,105.93,1518.61,105.93
"4453",2022-03-11,2022-03-11,1521.27,2022-03-11,109.31,1521.27,109.31
"4454",2022-03-12,NA,NA,NA,NA,1515.5,107.28
"4455",2022-03-13,NA,NA,NA,NA,1509.73,105.25
"4456",2022-03-14,2022-03-14,1503.96,2022-03-14,103.22,1503.96,103.22
"4457",2022-03-15,2022-03-15,1479.16,2022-03-15,96.42,1479.16,96.42
"4458",2022-03-16,2022-03-16,1468.42,2022-03-16,94.85,1468.42,94.85
"4459",2022-03-17,2022-03-17,1473.13,2022-03-17,102.97,1473.13,102.97
"4460",2022-03-18,2022-03-18,1470.74,2022-03-18,104.69,1470.74,104.69
"4461",2022-03-19,NA,NA,NA,NA,1468.81333333333,107.173333333333
"4462",2022-03-20,NA,NA,NA,NA,1466.88666666667,109.656666666667
"4463",2022-03-21,2022-03-21,1464.96,2022-03-21,112.14,1464.96,112.14
"4464",2022-03-22,2022-03-22,1461.48,2022-03-22,111.03,1461.48,111.03
"4465",2022-03-23,2022-03-23,1461.09,2022-03-23,114.89,1461.09,114.89
"4466",2022-03-24,2022-03-24,1475.58,2022-03-24,114.2,1475.58,114.2
"4467",2022-03-25,2022-03-25,1484.9,2022-03-25,116.2,1484.9,116.2
"4468",2022-03-26,NA,NA,NA,NA,1479.07,113.316666666667
"4469",2022-03-27,NA,NA,NA,NA,1473.24,110.433333333333
"4470",2022-03-28,2022-03-28,1467.41,2022-03-28,107.55,1467.41,107.55
"4471",2022-03-29,2022-03-29,1460.23,2022-03-29,104.25,1460.23,104.25
"4472",2022-03-30,2022-03-30,1458.3,2022-03-30,107.81,1458.3,107.81
"4473",2022-03-31,2022-03-31,1466.93,2022-03-31,100.53,1466.93,100.53
"4474",2022-04-01,2022-04-01,1472.44,2022-04-01,99.32,1472.44,99.32
"4475",2022-04-02,NA,NA,NA,NA,1471.30333333333,100.643333333333
"4476",2022-04-03,NA,NA,NA,NA,1470.16666666667,101.966666666667
"4477",2022-04-04,2022-04-04,1469.03,2022-04-04,103.29,1469.03,103.29
"4478",2022-04-05,2022-04-05,1468.7,2022-04-05,101.98,1468.7,101.98
"4479",2022-04-06,2022-04-06,1472.41,2022-04-06,96.39,1472.41,96.39
"4480",2022-04-07,2022-04-07,1473.89,2022-04-07,96.05,1473.89,96.05
"4481",2022-04-08,2022-04-08,1480.26,2022-04-08,98.35,1480.26,98.35
"4482",2022-04-09,NA,NA,NA,NA,1487.01,96.9733333333333
"4483",2022-04-10,NA,NA,NA,NA,1493.76,95.5966666666667
"4484",2022-04-11,2022-04-11,1500.51,2022-04-11,94.22,1500.51,94.22
"4485",2022-04-12,2022-04-12,1500.24,2022-04-12,100.52,1500.24,100.52
"4486",2022-04-13,2022-04-13,1519.95,2022-04-13,104.26,1519.95,104.26
"4487",2022-04-14,2022-04-14,1500.22,2022-04-14,106.84,1500.22,106.84
"4488",2022-04-15,NA,NA,2022-04-15,NA,1503.406,107.19
"4489",2022-04-16,NA,NA,NA,NA,1506.592,107.54
"4490",2022-04-17,NA,NA,NA,NA,1509.778,107.89
"4491",2022-04-18,NA,NA,2022-04-18,108.24,1512.964,108.24
