period,LBMA Gold Prices - daily - euro - AM (LBMA/gold_D/gold_D_EUR_AM)
2010-02-02,699.31
2010-02-03,698.93
2010-02-04,695.67
2010-02-05,670.01
2010-02-08,686.82
2010-02-09,685.76
2010-02-10,685.08
2010-02-11,691.32
2010-02-12,690.39
2010-02-15,701.21
2010-02-16,710.58
2010-02-17,709.1
2010-02-18,708.11
2010-02-19,719.49
2010-02-22,723.82
2010-02-23,721.52
2010-02-24,707.76
2010-02-25,713.94
2010-02-26,728.6
2010-03-01,742.66
2010-03-02,747.44
2010-03-03,755.54
2010-03-04,753.03
2010-03-05,755.01
2010-03-08,749.21
2010-03-09,748.96
2010-03-10,754.24
2010-03-11,736.45
2010-03-12,737.96
2010-03-15,733.65
2010-03-16,737.4
2010-03-17,736.49
2010-03-18,734.16
2010-03-19,740.75
2010-03-22,736.17
2010-03-23,733.25
2010-03-24,731.87
2010-03-25,730.75
2010-03-26,737.9
2010-03-29,742.22
2010-03-30,736.45
2010-03-31,732.1
2010-04-01,733.49
2010-04-06,741.62
2010-04-07,743.65
2010-04-08,754.97
2010-04-09,752.9
2010-04-12,753.66
2010-04-13,747.43
2010-04-14,750.94
2010-04-15,745.87
2010-04-16,748.67
2010-04-19,740.8
2010-04-20,742.03
2010-04-21,741.35
2010-04-22,742.06
2010-04-23,742.53
2010-04-26,747.41
2010-04-27,750.75
2010-04-28,767.92
2010-04-29,768.88
2010-04-30,765.39
2010-05-04,779.01
2010-05-05,773.5
2010-05-06,783.09
2010-05-07,825.6
2010-05-10,793.44
2010-05-11,815.07
2010-05-12,831.83
2010-05-13,836.66
2010-05-14,852.66
2010-05-17,852.68
2010-05-18,842.0
2010-05-19,847.05
2010-05-20,826.37
2010-05-21,821.7
2010-05-24,819.32
2010-05-25,833.1
2010-05-26,841.08
2010-05-27,832.42
2010-05-28,834.14
2010-06-01,843.36
2010-06-02,831.46
2010-06-03,830.55
2010-06-04,821.28
2010-06-07,840.02
2010-06-08,867.45
2010-06-09,853.49
2010-06-10,835.85
2010-06-11,832.31
2010-06-14,833.79
2010-06-15,831.01
2010-06-16,835.08
2010-06-17,834.91
2010-06-18,838.44
2010-06-21,846.32
2010-06-22,840.08
2010-06-23,834.12
2010-06-24,822.0
2010-06-25,833.73
2010-06-28,834.22
2010-06-29,822.68
2010-06-30,826.01
2010-07-01,832.16
2010-07-02,796.43
2010-07-05,798.53
2010-07-06,798.12
2010-07-07,785.27
2010-07-08,792.28
2010-07-09,787.73
2010-07-12,803.73
2010-07-13,798.53
2010-07-14,794.71
2010-07-15,790.96
2010-07-16,780.68
2010-07-19,779.67
2010-07-20,776.28
2010-07-21,779.46
2010-07-22,777.29
2010-07-23,778.51
2010-07-26,767.25
2010-07-27,765.9
2010-07-28,746.01
2010-07-29,745.05
2010-07-30,747.62
2010-08-02,745.33
2010-08-03,743.39
2010-08-04,750.6
2010-08-05,752.64
2010-08-06,753.11
2010-08-09,756.11
2010-08-10,757.53
2010-08-11,762.04
2010-08-12,767.61
2010-08-13,778.2
2010-08-16,783.84
2010-08-17,782.0
2010-08-18,782.32
2010-08-19,785.32
2010-08-20,791.83
2010-08-23,789.83
2010-08-24,790.5
2010-08-25,802.53
2010-08-26,798.67
2010-08-27,796.2
2010-08-31,800.09
2010-09-01,812.53
2010-09-02,810.12
2010-09-03,812.41
2010-09-06,811.15
2010-09-07,811.54
2010-09-08,814.29
2010-09-09,813.38
2010-09-10,808.51
2010-09-13,804.38
2010-09-14,813.85
2010-09-15,818.82
2010-09-16,815.37
2010-09-17,816.19
2010-09-20,821.2
2010-09-21,823.3
2010-09-22,823.56
2010-09-23,824.5
2010-09-24,826.49
2010-09-27,820.9
2010-09-28,813.04
2010-09-29,826.12
2010-09-30,824.32
2010-10-01,828.29
2010-10-04,834.02
2010-10-05,835.49
2010-10-06,847.44
2010-10-07,853.1
2010-10-08,838.32
2010-10-11,846.14
2010-10-12,849.03
2010-10-13,856.77
2010-10-14,860.12
2010-10-15,858.37
2010-10-18,856.0
2010-10-19,864.35
2010-10-20,852.36
2010-10-21,852.29
2010-10-22,840.34
2010-10-25,854.73
2010-10-26,841.96
2010-10-27,841.01
2010-10-28,837.38
2010-10-29,840.72
2010-11-01,847.76
2010-11-02,849.02
2010-11-03,842.01
2010-11-04,840.95
2010-11-05,855.37
2010-11-08,860.63
2010-11-09,877.32
2010-11-10,874.23
2010-11-11,875.79
2010-11-12,865.15
2010-11-15,849.28
2010-11-16,850.01
2010-11-17,839.19
2010-11-18,850.36
2010-11-19,845.16
2010-11-22,845.53
2010-11-23,853.99
2010-11-24,873.48
2010-11-25,870.05
2010-11-26,870.16
2010-11-29,872.47
2010-11-30,885.1
2010-12-01,890.16
2010-12-02,888.92
2010-12-03,888.22
2010-12-06,899.39
2010-12-07,902.13
2010-12-08,887.46
2010-12-09,875.85
2010-12-10,877.8
2010-12-13,882.66
2010-12-14,884.98
2010-12-15,884.01
2010-12-16,887.52
2010-12-17,879.56
2010-12-20,888.96
2010-12-21,894.08
2010-12-22,898.33
2010-12-23,898.7
2010-12-24,893.53
2010-12-29,912.43
2010-12-30,912.47
2010-12-31,908.73
2011-01-04,898.77
2011-01-05,886.15
2011-01-06,889.46
2011-01-07,879.08
2011-01-10,882.69
2011-01-11,889.02
2011-01-12,884.53
2011-01-13,877.06
2011-01-14,864.26
2011-01-17,854.96
2011-01-18,853.6
2011-01-19,859.78
2011-01-20,853.29
2011-01-21,844.49
2011-01-24,845.68
2011-01-25,840.3
2011-01-26,841.21
2011-01-27,839.98
2011-01-28,828.09
2011-01-31,839.42
2011-02-01,830.18
2011-02-02,824.29
2011-02-03,820.25
2011-02-04,835.87
2011-02-07,835.82
2011-02-08,839.9
2011-02-09,847.06
2011-02-10,844.89
2011-02-11,849.8
2011-02-14,847.97
2011-02-15,856.05
2011-02-16,852.99
2011-02-17,853.32
2011-02-18,854.93
2011-02-21,862.82
2011-02-22,862.45
2011-02-23,863.64
2011-02-24,873.53
2011-02-25,874.14
2011-02-28,868.82
2011-03-01,867.58
2011-03-02,877.82
2011-03-03,879.23
2011-03-04,871.86
2011-03-07,880.52
2011-03-08,886.9
2011-03-09,884.3
2011-03-10,880.2
2011-03-11,881.54
2011-03-14,884.45
2011-03-15,878.83
2011-03-16,869.98
2011-03-17,869.04
2011-03-18,878.65
2011-03-21,877.21
2011-03-22,869.53
2011-03-23,878.93
2011-03-24,891.15
2011-03-25,890.19
2011-03-28,890.0
2011-03-29,883.2
2011-03-30,883.4
2011-03-31,887.5
2011-04-01,895.05
2011-04-04,888.21
2011-04-05,883.37
2011-04-06,894.25
2011-04-07,891.81
2011-04-08,897.8
2011-04-11,898.28
2011-04-12,899.45
2011-04-13,897.23
2011-04-14,892.69
2011-04-15,901.49
2011-04-18,913.09
2011-04-19,917.97
2011-04-20,920.15
2011-04-21,909.97
2011-04-26,912.29
2011-04-27,910.24
2011-04-28,918.8
2011-05-03,938.13
2011-05-04,929.78
2011-05-05,918.66
2011-05-06,908.11
2011-05-09,919.98
2011-05-10,927.3
2011-05-11,926.86
2011-05-12,913.65
2011-05-13,928.42
2011-05-16,923.41
2011-05-17,918.5
2011-05-18,921.38
2011-05-19,920.12
2011-05-20,924.54
2011-05-23,935.56
2011-05-24,942.22
2011-05-25,942.88
2011-05-26,934.41
2011-05-27,928.46
2011-05-31,931.74
2011-06-01,933.62
2011-06-02,940.86
2011-06-03,939.32
2011-06-06,939.67
2011-06-07,942.19
2011-06-08,937.88
2011-06-09,933.83
2011-06-10,945.69
2011-06-13,937.53
2011-06-14,927.01
2011-06-15,931.88
2011-06-16,946.91
2011-06-17,944.93
2011-06-20,950.88
2011-06-21,953.94
2011-06-22,957.28
2011-06-23,964.04
2011-06-24,949.08
2011-06-27,939.42
2011-06-28,943.07
2011-06-29,940.55
2011-06-30,943.56
2011-07-01,932.1
2011-07-04,927.69
2011-07-05,930.79
2011-07-06,946.31
2011-07-07,954.8
2011-07-08,956.86
2011-07-11,966.32
2011-07-12,973.96
2011-07-13,984.71
2011-07-14,987.54
2011-07-15,979.64
2011-07-18,992.83
2011-07-19,994.11
2011-07-20,982.12
2011-07-21,992.44
2011-07-22,974.83
2011-07-25,995.02
2011-07-26,982.61
2011-07-27,987.69
2011-07-28,988.63
2011-07-29,991.67
2011-08-01,981.57
2011-08-02,997.3
2011-08-03,1016.77
2011-08-04,1018.2
2011-08-05,1022.91
2011-08-08,1040.94
2011-08-09,1080.98
2011-08-10,1082.03
2011-08-11,1105.75
2011-08-12,1077.35
2011-08-15,1065.08
2011-08-16,1086.61
2011-08-17,1089.96
2011-08-18,1087.12
2011-08-19,1126.91
2011-08-22,1139.55
2011-08-23,1138.64
2011-08-24,1119.58
2011-08-25,1049.59
2011-08-26,1094.17
2011-08-30,1097.56
2011-08-31,1121.14
2011-09-01,1118.95
2011-09-02,1143.81
2011-09-05,1174.67
2011-09-06,1172.86
2011-09-07,1153.44
2011-09-08,1146.68
2011-09-09,1177.12
2011-09-12,1164.1
2011-09-13,1143.33
2011-09-14,1160.46
2011-09-15,1143.18
2011-09-16,1126.24
2011-09-19,1155.56
2011-09-20,1142.27
2011-09-21,1155.23
2011-09-22,1144.35
2011-09-23,1119.81
2011-09-26,1041.87
2011-09-27,1075.5
2011-09-28,1059.34
2011-09-29,1033.69
2011-09-30,1042.63
2011-10-03,1068.07
2011-10-04,1086.35
2011-10-05,1035.4
2011-10-06,1065.43
2011-10-07,1063.1
2011-10-10,1063.74
2011-10-11,1064.09
2011-10-12,1070.36
2011-10-13,1065.74
2011-10-14,1062.31
2011-10-17,1069.33
2011-10-18,1054.64
2011-10-19,1045.14
2011-10-20,1033.24
2011-10-21,1027.02
2011-10-24,1035.56
2011-10-25,1036.19
2011-10-26,1070.69
2011-10-27,1067.83
2011-10-28,1077.91
2011-10-31,1072.88
2011-11-01,1067.69
2011-11-02,1081.27
2011-11-03,1083.69
2011-11-04,1096.47
2011-11-07,1102.78
2011-11-08,1114.49
2011-11-09,1112.5
2011-11-10,1109.09
2011-11-11,1109.02
2011-11-14,1115.6
2011-11-15,1113.99
2011-11-16,1124.43
2011-11-17,1115.7
2011-11-18,1093.0
2011-11-21,1085.42
2011-11-22,1083.9
2011-11-23,1083.55
2011-11-24,1094.72
2011-11-25,1084.02
2011-11-28,1100.41
2011-11-29,1098.32
2011-11-30,1095.61
2011-12-01,1113.02
2011-12-02,1116.5
2011-12-05,1114.88
2011-12-06,1098.76
2011-12-07,1108.2
2011-12-08,1105.81
2011-12-09,1094.49
2011-12-12,1077.06
2011-12-13,1068.75
2011-12-14,1055.32
2011-12-15,1026.54
2011-12-16,1022.84
2011-12-19,1028.34
2011-12-20,1027.0
2011-12-21,1039.35
2011-12-22,1024.97
2011-12-23,1025.13
2011-12-28,1010.98
2011-12-29,1000.33
2011-12-30,1020.35
2012-01-03,1019.95
2012-01-04,1024.28
2012-01-05,1038.33
2012-01-06,1045.67
2012-01-09,1047.39
2012-01-10,1051.92
2012-01-11,1063.51
2012-01-12,1077.11
2012-01-13,1070.27
2012-01-16,1074.6
2012-01-17,1080.34
2012-01-18,1077.09
2012-01-19,1076.54
2012-01-20,1064.68
2012-01-23,1076.55
2012-01-24,1072.69
2012-01-25,1064.08
2012-01-26,1091.01
2012-01-27,1095.98
2012-01-30,1097.4
2012-01-31,1102.23
2012-02-01,1106.74
2012-02-02,1102.8
2012-02-03,1110.66
2012-02-06,1090.85
2012-02-07,1087.58
2012-02-08,1095.95
2012-02-09,1094.2
2012-02-10,1084.25
2012-02-13,1093.11
2012-02-14,1091.8
2012-02-15,1099.33
2012-02-16,1094.74
2012-02-17,1093.09
2012-02-20,1090.82
2012-02-21,1097.98
2012-02-22,1116.32
2012-02-23,1130.45
2012-02-24,1125.42
2012-02-27,1113.28
2012-02-28,1120.42
2012-02-29,1120.79
2012-03-01,1079.13
2012-03-02,1076.14
2012-03-05,1073.6
2012-03-06,1068.26
2012-03-07,1068.53
2012-03-08,1076.69
2012-03-09,1078.3
2012-03-12,1088.57
2012-03-13,1082.63
2012-03-14,1057.93
2012-03-15,1052.57
2012-03-16,1049.05
2012-03-19,1044.26
2012-03-20,1039.01
2012-03-21,1042.95
2012-03-22,1035.97
2012-03-23,1040.85
2012-03-26,1047.91
2012-03-27,1059.55
2012-03-28,1052.0
2012-03-29,1041.22
2012-03-30,1038.68
2012-04-02,1037.54
2012-04-03,1044.17
2012-04-04,1027.75
2012-04-05,1022.82
2012-04-10,1037.72
2012-04-11,1040.25
2012-04-12,1039.04
2012-04-13,1048.91
2012-04-16,1040.69
2012-04-17,1035.54
2012-04-18,1030.8
2012-04-19,1022.73
2012-04-20,1018.25
2012-04-23,1014.42
2012-04-24,1014.83
2012-04-25,1019.54
2012-04-26,1017.88
2012-04-27,1019.6
2012-04-30,1021.44
2012-05-01,1024.7
2012-05-02,1020.44
2012-05-03,1015.9
2012-05-04,1007.54
2012-05-08,1008.99
2012-05-09,984.17
2012-05-10,987.39
2012-05-11,980.98
2012-05-14,972.62
2012-05-15,969.95
2012-05-16,966.31
2012-05-17,974.0
2012-05-18,1005.13
2012-05-21,1005.34
2012-05-22,998.76
2012-05-23,989.56
2012-05-24,993.62
2012-05-25,996.04
2012-05-28,1006.63
2012-05-29,1003.67
2012-05-30,995.41
2012-05-31,1010.51
2012-06-01,1015.37
2012-06-06,1057.33
2012-06-07,1046.25
2012-06-08,1021.72
2012-06-11,1023.45
2012-06-12,1025.65
2012-06-13,1034.94
2012-06-14,1044.65
2012-06-15,1043.58
2012-06-18,1035.2
2012-06-19,1040.31
2012-06-20,1029.41
2012-06-21,1017.17
2012-06-22,1005.7
2012-06-25,1009.0
2012-06-26,1013.73
2012-06-27,1003.39
2012-06-28,1008.98
2012-06-29,1006.09
2012-07-02,1018.34
2012-07-03,1025.7
2012-07-04,1032.9
2012-07-05,1037.58
2012-07-06,1024.29
2012-07-09,1020.66
2012-07-10,1026.0
2012-07-11,1012.91
2012-07-12,1011.96
2012-07-13,1022.34
2012-07-16,1020.68
2012-07-17,1020.47
2012-07-18,1012.57
2012-07-19,1009.33
2012-07-20,1007.83
2012-07-23,1011.91
2012-07-24,1015.23
2012-07-25,1024.86
2012-07-26,1034.26
2012-07-27,1031.51
2012-07-30,1029.75
2012-07-31,1034.46
2012-08-01,1032.78
2012-08-02,1031.9
2012-08-03,1024.74
2012-08-06,1032.28
2012-08-07,1032.39
2012-08-08,1030.33
2012-08-09,1029.79
2012-08-10,1030.69
2012-08-13,1035.33
2012-08-14,1028.34
2012-08-15,1016.74
2012-08-16,1021.34
2012-08-17,1028.57
2012-08-20,1028.04
2012-08-21,1030.26
2012-08-22,1038.49
2012-08-23,1047.57
2012-08-24,1051.88
2012-08-28,1053.52
2012-08-29,1051.66
2012-08-30,1046.48
2012-08-31,1047.68
2012-09-03,1061.65
2012-09-04,1064.44
2012-09-05,1065.26
2012-09-06,1074.53
2012-09-07,1062.06
2012-09-10,1082.63
2012-09-11,1081.33
2012-09-12,1081.71
2012-09-13,1073.64
2012-09-14,1093.53
2012-09-17,1089.42
2012-09-18,1081.81
2012-09-19,1092.54
2012-09-20,1088.03
2012-09-21,1089.19
2012-09-24,1084.96
2012-09-25,1088.37
2012-09-26,1089.07
2012-09-27,1084.16
2012-09-28,1098.77
2012-10-01,1096.01
2012-10-02,1100.56
2012-10-03,1102.38
2012-10-04,1109.01
2012-10-05,1105.69
2012-10-08,1100.33
2012-10-09,1106.58
2012-10-10,1102.01
2012-10-11,1103.29
2012-10-12,1101.35
2012-10-15,1086.87
2012-10-16,1080.4
2012-10-17,1082.33
2012-10-18,1081.42
2012-10-19,1078.86
2012-10-22,1075.1
2012-10-23,1072.12
2012-10-24,1069.28
2012-10-25,1063.24
2012-10-26,1057.01
2012-10-29,1066.0
2012-10-30,1067.07
2012-10-31,1065.89
2012-11-01,1065.64
2012-11-02,1061.29
2012-11-05,1050.82
2012-11-06,1058.8
2012-11-07,1080.75
2012-11-08,1075.84
2012-11-09,1085.55
2012-11-12,1091.39
2012-11-13,1085.23
2012-11-14,1085.21
2012-11-15,1087.66
2012-11-16,1077.91
2012-11-19,1083.67
2012-11-20,1089.06
2012-11-21,1085.05
2012-11-22,1084.35
2012-11-23,1088.37
2012-11-26,1090.87
2012-11-27,1090.46
2012-11-28,1087.38
2012-11-29,1076.47
2012-11-30,1077.87
2012-12-03,1069.67
2012-12-04,1058.65
2012-12-05,1057.9
2012-12-06,1050.77
2012-12-07,1058.71
2012-12-10,1065.42
2012-12-11,1063.41
2012-12-12,1061.69
2012-12-13,1051.46
2012-12-14,1051.38
2012-12-17,1043.21
2012-12-18,1048.1
2012-12-19,1027.87
2012-12-20,1024.96
2012-12-21,1014.56
2012-12-24,1026.81
2012-12-27,1022.96
2012-12-28,1031.37
2012-12-31,1029.32
2013-01-02,1031.22
2013-01-03,1039.69
2013-01-04,1018.37
2013-01-07,1029.6
2013-01-08,1028.07
2013-01-09,1035.35
2013-01-10,1036.65
2013-01-11,1036.25
2013-01-14,1034.39
2013-01-15,1045.92
2013-01-16,1047.55
2013-01-17,1050.85
2013-01-18,1060.49
2013-01-21,1063.58
2013-01-22,1068.36
2013-01-23,1066.19
2013-01-24,1059.18
2013-01-25,1058.93
2013-01-28,1052.77
2013-01-29,1057.17
2013-01-30,1057.2
2013-01-31,1058.47
2013-02-01,1052.47
2013-02-04,1057.47
2013-02-05,1063.57
2013-02-06,1066.55
2013-02-07,1065.86
2013-02-08,1059.55
2013-02-11,1057.94
2013-02-12,1053.15
2013-02-13,1054.59
2013-02-14,1060.37
2013-02-15,1052.01
2013-02-18,1041.53
2013-02-19,1041.57
2013-02-20,1045.76
2013-02-21,1030.96
2013-02-22,1034.78
2013-02-25,1051.85
2013-02-26,1052.07
2013-02-27,1062.28
2013-02-28,1049.2
2013-03-01,1043.74
2013-03-04,1049.06
2013-03-05,1044.33
2013-03-06,1043.42
2013-03-07,1054.02
2013-03-08,1049.1
2013-03-11,1058.37
2013-03-12,1065.3
2013-03-13,1062.42
2013-03-14,1061.05
2013-03-15,1051.23
2013-03-18,1057.45
2013-03-19,1059.78
2013-03-20,1064.12
2013-03-21,1059.43
2013-03-22,1059.99
2013-03-25,1053.7
2013-03-26,1052.21
2013-03-27,1052.39
2013-03-28,1057.41
2013-04-02,1051.64
2013-04-03,1038.4
2013-04-04,1025.65
2013-04-05,1019.6
2013-04-08,1029.6
2013-04-09,1026.5
2013-04-10,1032.24
2013-04-11,1012.2
2013-04-12,1008.6
2013-04-15,924.52
2013-04-16,900.48
2013-04-17,903.14
2013-04-18,917.09
2013-04-19,920.63
2013-04-22,935.04
2013-04-23,931.05
2013-04-24,932.63
2013-04-25,937.64
2013-04-26,947.79
2013-04-29,947.8
2013-04-30,950.04
2013-05-01,942.95
2013-05-02,935.07
2013-05-03,949.34
2013-05-07,941.74
2013-05-08,939.09
2013-05-09,944.59
2013-05-10,941.62
2013-05-13,931.19
2013-05-14,938.15
2013-05-15,926.67
2013-05-16,904.32
2013-05-17,903.62
2013-05-20,890.86
2013-05-21,908.39
2013-05-22,917.75
2013-05-23,919.16
2013-05-24,917.81
2013-05-28,913.43
2013-05-29,919.14
2013-05-30,926.75
2013-05-31,926.94
2013-06-03,915.0
2013-06-04,918.64
2013-06-05,909.42
2013-06-06,906.12
2013-06-07,905.53
2013-06-10,887.37
2013-06-11,880.93
2013-06-12,878.4
2013-06-13,885.33
2013-06-14,882.76
2013-06-17,881.79
2013-06-18,880.32
2013-06-19,874.91
2013-06-20,842.38
2013-06-21,833.33
2013-06-24,836.21
2013-06-25,831.88
2013-06-26,799.97
2013-06-27,806.07
2013-06-28,789.33
2013-07-01,816.27
2013-07-02,829.93
2013-07-03,818.28
2013-07-04,819.67
2013-07-05,822.55
2013-07-08,822.7
2013-07-09,840.95
2013-07-10,840.78
2013-07-11,848.91
2013-07-12,842.7
2013-07-15,850.65
2013-07-16,853.24
2013-07-17,845.68
2013-07-18,842.0
2013-07-19,843.45
2013-07-22,859.22
2013-07-23,864.84
2013-07-24,872.4
2013-07-25,857.63
2013-07-26,861.73
2013-07-29,864.18
2013-07-30,864.05
2013-07-31,875.35
2013-08-01,870.26
2013-08-02,847.84
2013-08-05,852.91
2013-08-06,840.38
2013-08-07,838.04
2013-08-08,830.11
2013-08-09,839.44
2013-08-12,856.59
2013-08-13,862.31
2013-08-14,855.53
2013-08-15,859.37
2013-08-16,870.1
2013-08-19,878.47
2013-08-20,871.29
2013-08-21,867.29
2013-08-22,879.6
2013-08-23,880.3
2013-08-27,909.38
2013-08-28,919.92
2013-08-29,906.79
2013-08-30,899.19
2013-09-02,893.14
2013-09-03,893.09
2013-09-04,899.67
2013-09-05,891.06
2013-09-06,877.87
2013-09-09,884.27
2013-09-10,874.3
2013-09-11,865.73
2013-09-12,847.46
2013-09-13,827.12
2013-09-16,825.17
2013-09-17,828.67
2013-09-18,813.97
2013-09-19,848.16
2013-09-20,845.39
2013-09-23,824.34
2013-09-24,823.43
2013-09-25,825.36
2013-09-26,830.22
2013-09-27,822.03
2013-09-30,827.3
2013-10-01,819.85
2013-10-02,797.92
2013-10-03,806.63
2013-10-04,817.04
2013-10-07,816.26
2013-10-08,821.82
2013-10-09,819.77
2013-10-10,814.51
2013-10-11,804.3
2013-10-14,799.5
2013-10-15,787.79
2013-10-16,797.71
2013-10-17,813.09
2013-10-18,813.16
2013-10-21,814.05
2013-10-22,813.24
2013-10-23,825.13
2013-10-24,825.76
2013-10-25,827.58
2013-10-28,833.69
2013-10-29,837.06
2013-10-30,840.23
2013-10-31,832.03
2013-11-01,821.67
2013-11-04,823.47
2013-11-05,817.08
2013-11-06,817.66
2013-11-07,818.46
2013-11-08,814.16
2013-11-11,801.54
2013-11-12,807.03
2013-11-13,798.75
2013-11-14,801.53
2013-11-15,797.65
2013-11-18,797.01
2013-11-19,790.12
2013-11-20,787.11
2013-11-21,775.76
2013-11-22,766.75
2013-11-25,760.57
2013-11-26,773.69
2013-11-27,767.99
2013-11-28,760.46
2013-11-29,763.07
2013-12-02,754.3
2013-12-03,743.07
2013-12-04,741.13
2013-12-05,754.79
2013-12-06,752.38
2013-12-09,749.95
2013-12-10,757.76
2013-12-11,765.49
2013-12-12,758.51
2013-12-13,750.89
2013-12-16,754.57
2013-12-17,759.42
2013-12-18,754.05
2013-12-19,736.35
2013-12-20,731.69
2013-12-23,729.47
2013-12-24,732.12
2013-12-27,733.1
2013-12-30,729.29
2013-12-31,726.99
2014-01-02,737.05
2014-01-03,748.45
2014-01-06,756.54
2014-01-07,754.44
2014-01-08,747.37
2014-01-09,744.97
2014-01-10,750.78
2014-01-13,757.86
2014-01-14,760.97
2014-01-15,753.91
2014-01-16,757.19
2014-01-17,754.68
2014-01-20,763.32
2014-01-21,758.93
2014-01-22,749.67
2014-01-23,749.91
2014-01-24,757.4
2014-01-27,767.14
2014-01-28,757.04
2014-01-29,756.42
2014-01-30,761.89
2014-01-31,757.34
2014-02-03,762.39
2014-02-04,766.83
2014-02-05,772.3
2014-02-06,772.42
2014-02-07,771.16
2014-02-10,776.95
2014-02-11,780.83
2014-02-12,778.47
2014-02-13,774.93
2014-02-14,783.21
2014-02-17,791.97
2014-02-18,787.44
2014-02-19,791.14
2014-02-20,788.9
2014-02-21,792.2
2014-02-24,800.46
2014-02-25,798.53
2014-02-26,803.12
2014-02-27,799.88
2014-02-28,793.21
2014-03-03,803.5
2014-03-04,802.87
2014-03-05,799.84
2014-03-06,798.0
2014-03-07,805.17
2014-03-10,800.87
2014-03-11,810.44
2014-03-12,817.01
2014-03-13,821.7
2014-03-14,824.41
2014-03-17,829.13
2014-03-18,820.49
2014-03-19,809.72
2014-03-20,802.78
2014-03-21,810.57
2014-03-24,801.94
2014-03-25,796.87
2014-03-26,794.98
2014-03-27,779.14
2014-03-28,779.68
2014-03-31,777.78
2014-04-01,772.67
2014-04-02,771.26
2014-04-03,775.13
2014-04-04,780.02
2014-04-07,783.76
2014-04-08,786.9
2014-04-09,782.74
2014-04-10,787.73
2014-04-11,785.71
2014-04-14,792.21
2014-04-15,784.06
2014-04-16,773.03
2014-04-17,771.89
2014-04-22,767.34
2014-04-23,763.76
2014-04-24,764.26
2014-04-25,769.38
2014-04-28,772.79
2014-04-29,767.07
2014-04-30,768.32
2014-05-01,759.04
2014-05-02,761.03
2014-05-06,772.2
2014-05-07,772.54
2014-05-08,761.13
2014-05-09,762.54
2014-05-12,765.08
2014-05-13,766.67
2014-05-14,775.2
2014-05-15,777.85
2014-05-16,769.72
2014-05-19,773.85
2014-05-20,767.56
2014-05-21,764.81
2014-05-22,767.02
2014-05-23,767.18
2014-05-27,762.87
2014-05-28,754.52
2014-05-29,749.82
2014-05-30,749.33
2014-06-02,743.49
2014-06-03,742.26
2014-06-04,744.73
2014-06-05,742.69
2014-06-06,745.9
2014-06-09,746.67
2014-06-10,746.22
2014-06-11,751.76
2014-06-12,749.66
2014-06-13,750.06
2014-06-16,755.35
2014-06-17,745.45
2014-06-18,748.81
2014-06-19,753.14
2014-06-20,768.42
2014-06-23,771.51
2014-06-24,778.51
2014-06-25,773.22
2014-06-26,770.56
2014-06-27,772.45
2014-06-30,771.54
2014-07-01,773.39
2014-07-02,772.8
2014-07-03,771.27
2014-07-04,770.69
2014-07-07,765.97
2014-07-08,770.73
2014-07-09,773.08
2014-07-10,784.61
2014-07-11,779.39
2014-07-14,771.53
2014-07-15,765.51
2014-07-16,757.4
2014-07-17,761.35
2014-07-18,765.78
2014-07-21,768.72
2014-07-22,765.76
2014-07-23,767.54
2014-07-24,763.76
2014-07-25,761.64
2014-07-28,768.55
2014-07-29,770.39
2014-07-30,766.21
2014-07-31,767.36
2014-08-01,762.99
2014-08-04,768.93
2014-08-05,765.71
2014-08-06,765.23
2014-08-07,772.98
2014-08-08,784.23
2014-08-11,779.37
2014-08-12,781.75
2014-08-13,780.71
2014-08-14,787.85
2014-08-15,786.78
2014-08-18,778.51
2014-08-19,781.17
2014-08-20,777.76
2014-08-21,772.32
2014-08-22,772.29
2014-08-26,775.79
2014-08-27,775.4
2014-08-28,776.28
2014-08-29,774.55
2014-09-01,774.47
2014-09-02,773.27
2014-09-03,769.39
2014-09-04,772.36
2014-09-05,774.8
2014-09-08,786.57
2014-09-09,779.79
2014-09-10,779.91
2014-09-11,767.53
2014-09-12,760.87
2014-09-15,759.43
2014-09-16,765.7
2014-09-17,758.73
2014-09-18,749.99
2014-09-19,745.38
2014-09-22,743.51
2014-09-23,748.09
2014-09-24,746.11
2014-09-25,742.05
2014-09-26,749.11
2014-09-29,750.54
2014-09-30,746.55
2014-10-01,746.17
2014-10-02,750.94
2014-10-03,751.03
2014-10-06,746.67
2014-10-07,751.49
2014-10-08,758.38
2014-10-09,757.67
2014-10-10,761.01
2014-10-13,763.82
2014-10-14,772.41
2014-10-15,768.63
2014-10-16,775.87
2014-10-17,769.61
2014-10-20,769.71
2014-10-21,774.17
2014-10-22,777.66
2014-10-23,775.31
2014-10-24,767.97
2014-10-27,764.29
2014-10-28,762.23
2014-10-29,761.65
2014-10-30,753.59
2014-10-31,733.47
2014-11-03,731.9
2014-11-04,730.55
2014-11-05,720.96
2014-11-06,717.11
2014-11-07,723.17
2014-11-10,737.25
2014-11-11,726.43
2014-11-12,731.83
2014-11-13,736.26
2014-11-14,736.2
2014-11-17,759.49
2014-11-18,767.81
2014-11-19,766.08
2014-11-20,762.65
2014-11-21,761.54
2014-11-24,764.51
2014-11-25,767.04
2014-11-26,760.22
2014-11-27,758.96
2014-11-28,753.98
2014-12-01,750.56
2014-12-02,761.6
2014-12-03,768.95
2014-12-04,767.42
2014-12-05,768.37
2014-12-08,766.73
2014-12-09,770.98
2014-12-10,783.82
2014-12-11,778.24
2014-12-12,779.15
